166	0.012313	0.000179	0.001238
167	0.012553	0.000138	0.001259
168	0.012487	0.000144	0.001274
169	0.012668	0.000147	0.001347
170	0.012891	0.000152	0.001332
171	0.013026	0.000153	0.001320
172	0.013231	0.000160	0.001341
173	0.013288	0.000152	0.001356
174	0.013405	0.000152	0.001385
175	0.013712	0.000159	0.001393
176	0.013810	0.000157	0.001409
177	0.013880	0.000156	0.001420
178	0.014201	0.000164	0.001450
179	0.014168	0.000156	0.001470
180	0.014453	0.000158	0.001478
181	0.014592	0.000158	0.001504
182	0.014619	0.000160	0.001518
183	0.014905	0.000161	0.001531
184	0.014936	0.000162	0.001548
185	0.015098	0.000218	0.001795
186	0.015561	0.000173	0.001620
187	0.015399	0.000166	0.001611
188	0.015569	0.000169	0.001740
189	0.016066	0.000198	0.001656
190	0.015915	0.000182	0.001673
191	0.016335	0.000182	0.001721
192	0.016474	0.000176	0.001710
193	0.016486	0.000218	0.001737
194	0.016777	0.000204	0.001763
195	0.016775	0.000192	0.001847
196	0.016947	0.000224	0.001791
197	0.017307	0.000196	0.001857
198	0.017348	0.000214	0.001832
199	0.017635	0.000213	0.001854
200	0.017576	0.000196	0.001900
201	0.017796	0.000238	0.001950
202	0.018180	0.000197	0.001905
203	0.018109	0.000213	0.001937
204	0.018438	0.000200	0.001941
205	0.018427	0.000242	0.002060
206	0.018593	0.000222	0.002014
207	0.019096	0.000224	0.002039
208	0.018863	0.000203	0.002045
209	0.019333	0.000217	0.002038
210	0.019243	0.000207	0.002058
211	0.019466	0.000218	0.002125
212	0.019798	0.000210	0.002104
213	0.019847	0.000217	0.002161
214	0.020149	0.000213	0.002154
215	0.020158	0.000221	0.002186
216	0.020272	0.000216	0.002198
217	0.020750	0.000223	0.002288
218	0.020628	0.000218	0.002237
219	0.021163	0.000231	0.002311
220	0.021047	0.000245	0.002302
221	0.021574	0.000231	0.002374
222	0.021345	0.000223	0.002327
223	0.021619	0.000232	0.002375
224	0.021985	0.000233	0.002381
225	0.021817	0.000229	0.002407
226	0.022228	0.000233	0.002416
227	0.022193	0.000234	0.002437
228	0.022771	0.000246	0.002526
229	0.022634	0.000243	0.002502
230	0.023286	0.000255	0.002546
231	0.023024	0.000257	0.002546
232	0.023482	0.000249	0.002571
233	0.023527	0.000281	0.002591
234	0.023484	0.000246	0.002602
235	0.024128	0.000259	0.002634
236	0.023843	0.000281	0.002672
237	0.024474	0.000262	0.002694
238	0.024170	0.000249	0.002716
239	0.024861	0.000268	0.002763
240	0.024710	0.000293	0.002778
241	0.025225	0.000278	0.002787
242	0.024984	0.000270	0.002797
243	0.025589	0.000271	0.002826
244	0.025308	0.000261	0.002855
245	0.026004	0.000292	0.002897
246	0.025689	0.000262	0.002909
247	0.026371	0.000276	0.002928
248	0.026140	0.000279	0.003052
249	0.026968	0.000277	0.002986
250	0.027431	0.000286	0.003051
251	0.027103	0.000351	0.003184
252	0.027227	0.000324	0.003092
253	0.027583	0.000282	0.003254
254	0.027543	0.000284	0.003133
255	0.027704	0.000300	0.003149
256	0.028153	0.000293	0.003300
257	0.028542	0.000302	0.003272
258	0.028470	0.000315	0.003235
259	0.029328	0.000311	0.003267
260	0.028942	0.000336	0.003338
261	0.029505	0.000313	0.003612
262	0.029347	0.000303	0.003462
263	0.030156	0.000326	0.003419
264	0.029884	0.000331	0.003379
265	0.030649	0.000328	0.003404
266	0.030412	0.000332	0.003435
267	0.031096	0.000334	0.003465
268	0.030992	0.000365	0.003503
269	0.031768	0.000408	0.003564
270	0.031522	0.000374	0.003593
271	0.032169	0.000338	0.003564
272	0.031988	0.000334	0.003805
273	0.032787	0.000355	0.003904
274	0.032421	0.000331	0.003885
275	0.033677	0.000370	0.003673
276	0.033011	0.000340	0.003882
277	0.033821	0.000391	0.004001
278	0.034153	0.000433	0.003930
279	0.033931	0.000502	0.003996
280	0.034658	0.000356	0.003890
281	0.034376	0.000353	0.003903
282	0.035134	0.000360	0.003961
283	0.034823	0.000389	0.003997
284	0.035558	0.000363	0.004057
285	0.035332	0.000370	0.004110
286	0.036272	0.000425	0.004193
287	0.036020	0.000430	0.004319
288	0.036829	0.000397	0.004151
289	0.036808	0.000387	0.004140
290	0.036591	0.000390	0.004210
291	0.037601	0.000402	0.004227
292	0.037055	0.000389	0.004325
293	0.038140	0.000389	0.004384
294	0.037877	0.000378	0.004552
295	0.038577	0.000452	0.004546
296	0.038837	0.000403	0.004414
297	0.038484	0.000396	0.004350
298	0.039304	0.000454	0.004514
299	0.039088	0.000476	0.004904
